id,created_at,entry_year,entry_semester,shift,current_period,academic_status,hardest_subject_1,hardest_subject_2,hardest_subject_3,least_interesting_subject_1,least_interesting_subject_2,least_interesting_subject_3,most_relevant_subject_1,most_relevant_subject_2,most_relevant_subject_3,ai_tool,ai_tool_other,main_language,main_language_other,comfortable_languages,comfortable_languages_other,professional_level,professional_level_other,work_area,work_area_other,time_in_tech,time_working_general,company_size,salary_after_graduation,salary_5_years,salary_10_years,career_intention,english_level,current_salary,main_languages
9392e683-f763-4043-98bc-a3052fedcdb9,2026-06-10 03:34:44.175339+00,2025,1,Manhã,3,Irregular,Cálculo II,Algoritmos e Estruturas de Dados II,Algoritmos e Estruturas de Dados I,Introdução à Pesquisa em Informática,Fundamentos de Sistemas Operacionais,Cálculo II,Trabalho Interdisciplinar: Aplicações para Cenários Reais,Algoritmos e Estruturas de Dados II,Bancos de Dados,Claude,,JavaScript,,"[""JavaScript""]",,Estagiário,,DevOps / SRE,,Menos de 6 meses,2 a 4 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,R$ 500 – R$ 1.000,"[""JavaScript"", ""Python"", ""Java"", ""C""]"
9b90a778-696a-49bb-8382-04f49b94c6af,2026-06-10 03:00:35.114134+00,2022,1,Noite,7,Irregular,Fundamentos de Projeto e Análise de Algoritmos,Algoritmos e Estruturas de Dados II,Cálculo II,Computadores e Sociedade,Gestão da Produção de Software,Engenharia de Processos e Qualidade de Software,Programação Modular,Trabalho Interdisciplinar: Aplicações Distribuídas,Algoritmos e Estruturas de Dados I,Gemini,,Python,,"[""Python"", ""JavaScript""]",,Auxiliar / Assistente,,Dados / Data Science,,Não trabalho na área,Mais de 4 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Concurso público,Fluente,R$ 4.000 – R$ 6.000,"[""Python"", ""JavaScript""]"
1215c319-5094-4fdb-97ed-f0f0ef6bf4d4,2026-06-10 02:59:45.215317+00,2024,1,Manhã,5,Irregular,Algoritmos e Estruturas de Dados II,Cálculo I,Cálculo II,Sistemas Operacionais,,,Engenharia de Requisitos de Software,Interação Humano-Computador,,ChatGPT,,JavaScript,,"[""Java""]",,Estagiário,,Dados / Data Science,,6 meses a 1 ano,1 a 2 anos,Multinacional (sede fora do Brasil),R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Ainda não sei / não tenho plano definido,Intermediário,R$ 1.000 – R$ 2.000,"[""JavaScript"", ""Java""]"
cd2627f3-6f8b-42b2-bd00-126c1e853199,2026-06-10 02:32:38.576116+00,2025,1,Manhã,3,Irregular,Cálculo II,Algoritmos e Estruturas de Dados II,,Introdução à Pesquisa em Informática,Sistemas Operacionais,Cálculo II,Engenharia de Requisitos de Software,Programação Modular,Bancos de Dados,Gemini,,Java,,"[""Java""]",,Não trabalho na área,,,,Não trabalho na área,Não trabalho na área,,R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Mercado privado no exterior,Intermediário,,"[""Java"", ""TypeScript"", ""C""]"
6cc42688-2be8-4e11-8838-7d4e371dea53,2026-06-10 02:23:09.046154+00,2023,1,Noite,7,Regular,Fundamentos de Projeto e Análise de Algoritmos,Algoritmos em Grafos,Algoritmos e Estruturas de Dados II,Gestão da Produção de Software,Tecnologias da Informação e do Conhecimento,Engenharia de Processos e Qualidade de Software,Fundamentos de Projeto e Análise de Algoritmos,Algoritmos em Grafos,Algoritmos e Estruturas de Dados II,Copilot,,C++,Ruby,"[""JavaScript"", ""TypeScript"", ""C"", ""C++""]",Ruby,Analista / Desenvolvedor Júnior,,Embarcados / Hardware,,2 a 4 anos,2 a 4 anos,Multinacional (sede fora do Brasil),R$ 5.000 – R$ 8.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Mercado privado no Brasil (CLT ou PJ),Fluente,Prefiro não responder,"[""C++"", ""C"", ""JavaScript"", ""TypeScript"", ""Ruby""]"
88f98d6e-731c-4e4a-abed-1b7c95c70d2e,2026-06-10 02:04:02.952121+00,2024,1,Noite,5,Regular,Fundamentos de Projeto e Análise de Algoritmos,Teoria dos Grafos e Computabilidade,Cálculo II,Projeto de Software,Gerência de Projetos de Software,Introdução à Pesquisa em Informática,Algoritmos e Estruturas de Dados II,Arquitetura de Software,Bancos de Dados,ChatGPT,,PHP,PHP,"[""TypeScript"", ""Java""]",PHP,Analista / Desenvolvedor Júnior,,Full Stack,,6 meses a 1 ano,6 meses a 1 ano,Média empresa (50 a 499 funcionários),R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,R$ 2.000 – R$ 4.000,"[""PHP""]"
58b9ac60-f7ba-465f-9995-54100e9d440d,2026-06-10 02:02:50.106805+00,2025,1,Noite,3,Irregular,Algoritmos e Estruturas de Dados II,Cálculo I,,Modelagem de Processos de Negócios,Engenharia de Requisitos de Software,,Programação Modular,Algoritmos e Estruturas de Dados I,,Gemini,,Java,,"[""TypeScript"", ""Java""]",,Estagiário,,Suporte Técnico / Help Desk,,6 meses a 1 ano,6 meses a 1 ano,Média empresa (50 a 499 funcionários),R$ 5.000 – R$ 8.000,R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Mercado privado no exterior,Intermediário,Prefiro não responder,"[""Java"", ""TypeScript""]"
e084a7bd-22d0-431e-a260-ef037698f87b,2026-06-10 02:00:15.51319+00,2024,1,Noite,5,Regular,Fundamentos de Projeto e Análise de Algoritmos,Teoria dos Grafos e Computabilidade,Programação Modular,Modelagem de Processos de Negócios,Interação Humano-Computador,Laboratório de Desenvolvimento de Aplicações Móveis e Distribuídas,Desenvolvimento de Aplicações Móveis e Distribuídas,Arquitetura de Software,Projeto de Software,Claude,,Python,,"[""Python"", ""Java""]",,Estagiário,,Machine Learning / IA,,1 a 2 anos,1 a 2 anos,Multinacional (sede fora do Brasil),R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Fluente,R$ 2.000 – R$ 4.000,"[""Python"", ""Go"", ""Java""]"
0d1a51af-b1ab-47d1-b5bf-27fd884c5307,2026-06-10 01:24:17.703386+00,2023,2,Noite,4,Irregular,Algoritmos e Estruturas de Dados II,Programação Modular,,Introdução à Pesquisa em Informática,,,Engenharia de Requisitos de Software,,,ChatGPT,,JavaScript,,"[""Python"", ""JavaScript""]",,Estagiário,,Outra,"Projetos de Engenharia ",Não trabalho na área,Menos de 6 meses,Multinacional (sede fora do Brasil),R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,R$ 1.000 – R$ 2.000,"[""JavaScript"", ""Java"", ""Python""]"
cb3357fb-a6d4-45c6-91c6-a6f9371ad203,2026-06-10 01:23:42.597457+00,2023,2,Noite,5,Irregular,Algoritmos e Estruturas de Dados II,Programação Modular,Cálculo II,Algoritmos e Estruturas de Dados II,Cálculo II,Introdução à Pesquisa em Informática,Interação Humano-Computador,Engenharia de Requisitos de Software,Algoritmos e Estruturas de Dados I,ChatGPT,,JavaScript,,[],,Estagiário,,Product Owner / Product Manager,,1 a 2 anos,2 a 4 anos,Multinacional (sede fora do Brasil),R$ 3.000 – R$ 5.000,R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Mercado privado no exterior,Avançado,R$ 2.000 – R$ 4.000,"[""JavaScript"", ""Java""]"
604247de-43f4-4851-b070-548025dde008,2026-06-10 01:22:16.377393+00,2024,1,Noite,5,Regular,Fundamentos de Projeto e Análise de Algoritmos,Teoria dos Grafos e Computabilidade,Cálculo II,Modelagem de Processos de Negócios,Engenharia de Processos de Software,Introdução à Pesquisa em Informática,Arquitetura de Software,Redes de Computadores,Desenvolvimento de Aplicações Móveis e Distribuídas,Gemini,,Java,,"[""JavaScript"", ""C"", ""Java""]",,Estagiário,,Full Stack,,1 a 2 anos,1 a 2 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,R$ 1.000 – R$ 2.000,"[""Java"", ""JavaScript"", ""TypeScript""]"
981c55b7-287d-4af0-a923-f81ef3d1e956,2026-06-10 01:16:54.563241+00,2025,1,Manhã,3,Regular,Cálculo II,Algoritmos e Estruturas de Dados II,Sistemas Operacionais,Sistemas Operacionais,,,Cálculo II,Algoritmos e Estruturas de Dados II,Engenharia de Requisitos de Software,Claude,,Outra,PHP,"[""JavaScript"", ""Java"", ""C"", ""Dart / Flutter""]",,Desenvolvedor Pleno,,Full Stack,,Mais de 4 anos,Mais de 4 anos,Pequena empresa (até 49 funcionários),R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Carreira acadêmica / ser professor,Intermediário,R$ 2.000 – R$ 4.000,"[""Outra"", ""Dart / Flutter""]"
faa0722b-5767-44d8-b900-acac1c0d72e1,2026-06-10 01:16:09.456139+00,2024,1,Noite,5,Irregular,Algoritmos e Estruturas de Dados II,Cálculo II,Estatística e Probabilidade,Interação Humano-Computador,Gerência de Projetos de Software,,Programação Modular,Fundamentos de Engenharia de Software,Bancos de Dados,Gemini,,JavaScript,,"[""Java"", ""C++""]",,Não trabalho na área,,,,Não trabalho na área,2 a 4 anos,,R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no Brasil (CLT ou PJ),Intermediário,,"[""JavaScript"", ""Java"", ""C++"", ""C""]"
8fb6cdd6-dfe8-40f3-a2d0-badc24a56536,2026-06-10 01:11:05.148563+00,2024,1,Noite,5,Regular,Fundamentos de Projeto e Análise de Algoritmos,Algoritmos e Estruturas de Dados II,Teoria dos Grafos e Computabilidade,Modelagem de Processos de Negócios,Interação Humano-Computador,Computadores e Sociedade,Bancos de Dados,Arquitetura de Computadores,Sistemas Operacionais,Claude,,Python,,"[""Python""]",,Desenvolvedor Pleno,,Cloud / Infraestrutura,,2 a 4 anos,2 a 4 anos,Pequena empresa (até 49 funcionários),R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,Prefiro não responder,"[""Python""]"
61789aa7-feab-4954-9036-7c7fe4bbaf53,2026-06-10 00:55:02.155049+00,2019,1,Noite,6,Irregular,Fundamentos de Projeto e Análise de Algoritmos,Teoria dos Grafos e Computabilidade,Algoritmos em Grafos,Gerência de Configuração e Evolução de Software,Introdução à Pesquisa em Informática,,Desenvolvimento de Aplicações Móveis e Distribuídas,Arquitetura de Software,Fundamentos de Engenharia de Software,Gemini,,Outra,Shell,"[""Python"", ""JavaScript"", ""Java""]",,Analista / Desenvolvedor Júnior,,Segurança da Informação,,Mais de 4 anos,Mais de 4 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 8.000 – R$ 12.000,Acima de R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,R$ 4.000 – R$ 6.000,"[""Outra""]"
a0025d85-26db-45e5-81ad-7871be24101c,2026-06-10 00:52:33.931242+00,2023,2,Noite,6,Regular,Fundamentos de Projeto e Análise de Algoritmos,Algoritmos e Estruturas de Dados II,Programação Modular,Engenharia de Requisitos de Software,Redes de Computadores,Modelagem de Processos de Negócios,Teoria dos Grafos e Computabilidade,Arquitetura de Software,Desenvolvimento de Aplicações Móveis e Distribuídas,Claude,,C#,,"[""C#"", ""TypeScript""]",,Estagiário,,Full Stack,,6 meses a 1 ano,1 a 2 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Avançado,R$ 1.000 – R$ 2.000,"[""C#""]"
d406953e-64af-4c23-aafa-69402e3a53bb,2026-06-10 00:51:07.981569+00,2023,1,Noite,6,Irregular,Algoritmos em Grafos,Fundamentos de Projeto e Análise de Algoritmos,Algoritmos e Estruturas de Dados II,Modelagem de Processos de Negócios,Introdução à Computação,Fundamentos de Sistemas Operacionais,Fundamentos de Projeto e Análise de Algoritmos,Introdução à Pesquisa em Informática,Algoritmos e Estruturas de Dados II,Gemini,,Java,,"[""Java"", ""Python""]",,Analista / Desenvolvedor Júnior,,Backend,,1 a 2 anos,Mais de 4 anos,Grande empresa / corporação (500 ou mais funcionários),R$ 5.000 – R$ 8.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Básico,R$ 2.000 – R$ 4.000,"[""Java"", ""Python"", ""JavaScript""]"
926d918d-eea7-4331-9685-92036a7ba561,2026-06-10 00:50:53.9919+00,2023,2,Noite,6,Regular,Fundamentos de Projeto e Análise de Algoritmos,Estatística e Probabilidade,Teoria dos Grafos e Computabilidade,Modelagem de Processos de Negócios,Gerência de Projetos de Software,Introdução à Pesquisa em Informática,Arquitetura de Software,Desenvolvimento de Aplicações Móveis e Distribuídas,Fundamentos de Projeto e Análise de Algoritmos,Claude,,Python,,"[""Python"", ""JavaScript"", ""Swift"", ""Rust"", ""TypeScript"", ""C#""]",,Analista / Desenvolvedor Júnior,,Full Stack,,1 a 2 anos,1 a 2 anos,Startup / empresa early-stage (independente do tamanho),R$ 5.000 – R$ 8.000,Acima de R$ 18.000,Acima de R$ 18.000,Empreender / abrir minha própria empresa,Avançado,R$ 4.000 – R$ 6.000,"[""Python"", ""JavaScript"", ""TypeScript""]"
772a105b-3ea5-41c0-a987-4e822eed9245,2026-06-10 00:50:53.75439+00,2023,2,Noite,5,Regular,Cálculo II,Fundamentos de Projeto e Análise de Algoritmos,Sistemas Operacionais,Modelagem de Processos de Negócios,Gerência de Configuração e Evolução de Software,,Teoria dos Grafos e Computabilidade,Trabalho Interdisciplinar: Aplicações para Processos de Negócios,Arquitetura de Software,ChatGPT,,Java,,"[""Python"", ""Java"", ""TypeScript"", ""JavaScript""]",,Estagiário,,Backend,,1 a 2 anos,1 a 2 anos,Multinacional (sede fora do Brasil),R$ 8.000 – R$ 12.000,R$ 12.000 – R$ 18.000,Acima de R$ 18.000,Mercado privado no exterior,Fluente,R$ 2.000 – R$ 4.000,"[""Java""]"
